id,surah_id,content,translate_en,translate_id,number,juz
3012,26,"وَإِذَا مَرِضْتُ فَهُوَ يَشْفِينِ","and when I fall ill, is the One who restores me to health,","dan apabila aku sakit, Dialah Yang menyembuhkan aku,",80,19
3013,26,"وَٱلَّذِى يُمِيتُنِى ثُمَّ يُحْيِينِ","and who will cause me to die and then will bring me back to life –","dan Yang akan mematikan aku, kemudian akan menghidupkan aku (kembali),",81,19
3014,26,"وَٱلَّذِىٓ أَطْمَعُ أَن يَغْفِرَ لِى خَطِيٓـَٔتِى يَوْمَ ٱلدِّينِ","and who, [hope, will forgive me my faults on Judgment Day!","dan Yang amat kuinginkan akan mengampuni kesalahanku pada hari kiamat"".",82,19
3015,26,"رَبِّ هَبْ لِى حُكْمًۭا وَأَلْحِقْنِى بِٱلصَّٰلِحِينَ","“O my Sustainer! Endow me with the ability to judge [between right and wrong], and make me one with the righteous,","(Ibrahim berdoa): ""Ya Tuhanku, berikanlah kepadaku hikmah dan masukkanlah aku ke dalam golongan orang-orang yang saleh,",83,19
3016,26,"وَٱجْعَل لِّى لِسَانَ صِدْقٍۢ فِى ٱلْءَاخِرِينَ","and grant me the power to convey the truth unto those who will come after me,","dan jadikanlah aku buah tutur yang baik bagi orang-orang (yang datang) kemudian,",84,19
3017,26,"وَٱجْعَلْنِى مِن وَرَثَةِ جَنَّةِ ٱلنَّعِيمِ","and place me among those who shall inherit the garden of bliss!","dan jadikanlah aku termasuk orang-orang yang mempusakai surga yang penuh kenikmatan,",85,19
3018,26,"وَٱغْفِرْ لِأَبِىٓ إِنَّهُۥ كَانَ مِنَ ٱلضَّآلِّينَ","“And forgive my father - for, verily, he is among those who have gone astray –","dan ampunilah bapakku, karena sesungguhnya ia adalah termasuk golongan orang-orang yang sesat,",86,19
3019,26,"وَلَا تُخْزِنِى يَوْمَ يُبْعَثُونَ","and do not put me to shame on the Day when all shall be raised from the dead:","dan janganlah Engkau hinakan aku pada hari mereka dibangkitkan,",87,19
3020,26,"يَوْمَ لَا يَنفَعُ مَالٌۭ وَلَا بَنُونَ","the Day on which neither wealth will be of any use, nor children,","(yaitu) di hari harta dan anak-anak laki-laki tidak berguna,",88,19
3021,26,"إِلَّا مَنْ أَتَى ٱللَّهَ بِقَلْبٍۢ سَلِيمٍۢ","[and when] only he [will be happy] who comes before God with a heart free of evil!”","kecuali orang-orang yang menghadap Allah dengan hati yang bersih,",89,19
3022,26,"وَأُزْلِفَتِ ٱلْجَنَّةُ لِلْمُتَّقِينَ","For, [on that Day,] paradise will be brought within sight of the God-conscious,","dan (di hari itu) didekatkanlah surga kepada orang-orang yang bertakwa,",90,19
3023,26,"وَبُرِّزَتِ ٱلْجَحِيمُ لِلْغَاوِينَ","whereas the blazing fire will be laid open before those who had been lost in grievous error;","dan diperlihatkan dengan jelas neraka Jahim kepada orang-orang yang sesat"",",91,19
3024,26,"وَقِيلَ لَهُمْ أَيْنَ مَا كُنتُمْ تَعْبُدُونَ","and they will be asked: “Where now is all that you were wont to worship","dan dikatakan kepada mereka: ""Dimanakah berhala-berhala yang dahulu kamu selalu menyembah(nya)",92,19
3025,26,"مِن دُونِ ٱللَّهِ هَلْ يَنصُرُونَكُمْ أَوْ يَنتَصِرُونَ","instead of God? Can these [things and beings] be of any help to you or to themselves?”","selain dari Allah? Dapatkah mereka menolong kamu atau menolong diri mereka sendiri?""",93,19
3026,26,"فَكُبْكِبُوا۟ فِيهَا هُمْ وَٱلْغَاوُۥنَ","Thereupon they will be hurled into hell – they, as well as all [others] who had been lost in grievous error,","Maka mereka (sembahan-sembahan itu) dijungkirkan ke dalam neraka bersama-sama orang-orang yang sesat,",94,19
3027,26,"وَجُنُودُ إِبْلِيسَ أَجْمَعُونَ","and the hosts of Iblis - all together.","dan bala tentara iblis semuanya.",95,19
3028,26,"قَالُوا۟ وَهُمْ فِيهَا يَخْتَصِمُونَ","And there and then, blaming one another, they [who had grievously sinned in life] will exclaim:","Mereka berkata sedang mereka bertengkar di dalam neraka:",96,19
3029,26,"تَٱللَّهِ إِن كُنَّا لَفِى ضَلَٰلٍۢ مُّبِينٍ","“By God, we were most obviously astray","""demi Allah: sungguh kita dahulu (di dunia) dalam kesesatan yang nyata,",97,19
3030,26,"إِذْ نُسَوِّيكُم بِرَبِّ ٱلْعَٰلَمِينَ","when we deemed you [false deities] equal to the Sustainer of all the worlds –","karena kita mempersamakan kamu dengan Tuhan semesta alam"".",98,19
3031,26,"وَمَآ أَضَلَّنَآ إِلَّا ٱلْمُجْرِمُونَ","yet they who have seduced us [into believing in you] are the truly guilty ones!","Dan tiadalah yang menyesatkan kami kecuali orang-orang yang berdosa.",99,19
3032,26,"فَمَا لَنَا مِن شَٰفِعِينَ","And now we have none to intercede for us,","Maka kami tidak mempunyai pemberi syafa'at seorangpun,",100,19
3033,26,"وَلَا صَدِيقٍ حَمِيمٍۢ","nor any loving friend.","dan tidak pula mempunyai teman yang akrab,",101,19
3034,26,"فَلَوْ أَنَّ لَنَا كَرَّةًۭ فَنَكُونَ مِنَ ٱلْمُؤْمِنِينَ","Would that we had a second chance [in life], so that we could be among the believers!”","maka sekiranya kita dapat kembali sekali lagi (ke dunia) niscaya kami menjadi orang-orang yang beriman"".",102,19
3035,26,"إِنَّ فِى ذَٰلِكَ لَءَايَةًۭ ۖ وَمَا كَانَ أَكْثَرُهُم مُّؤْمِنِينَ","In all this, behold, there is a message [unto men], even though most of them will not believe [in it].","Sesungguhnya pada yang demikian itu benar-benar terdapat tanda-tanda (kekuasaan Allah), tetapi kebanyakan mereka tidak beriman.",103,19
3036,26,"وَإِنَّ رَبَّكَ لَهُوَ ٱلْعَزِيزُ ٱلرَّحِيمُ","But, verily, thy Sustainer - He alone - is almighty, a dispenser of grace!","Dan sesungguhnya Tuhanmu benar-benar Dialah Yang Maha Perkasa lagi Maha Penyayang.",104,19
3037,26,"كَذَّبَتْ قَوْمُ نُوحٍ ٱلْمُرْسَلِينَ","The people of Noah [too] gave the lie to [one of God’s] message-bearers","Kaum Nuh telah mendustakan para rasul.",105,19
3038,26,"إِذْ قَالَ لَهُمْ أَخُوهُمْ نُوحٌ أَلَا تَتَّقُونَ","when their brother Noah said unto them: “Will you not be conscious of God?","Ketika saudara mereka (Nuh) berkata kepada mereka: ""Mengapa kamu tidak bertakwa?",106,19
3039,26,"إِنِّى لَكُمْ رَسُولٌ أَمِينٌۭ","Behold, I am an apostle [sent by Him] to you, [and therefore] worthy of your trust:","Sesungguhnya aku adalah seorang rasul kepercayaan (yang diutus) kepadamu,",107,19
3040,26,"فَٱتَّقُوا۟ ٱللَّهَ وَأَطِيعُونِ","be, then, conscious of God, and pay heed unto me!","maka bertakwalah kepada Allah dan taatlah kepadaku.",108,19
3041,26,"وَمَآ أَسْـَٔلُكُمْ عَلَيْهِ مِنْ أَجْرٍ ۖ إِنْ أَجْرِىَ إِلَّا عَلَىٰ رَبِّ ٱلْعَٰلَمِينَ","“And no reward whatever do I ask of you for it: my reward rests with none but the Sustainer of all the worlds.","Dan aku sekali-kali tidak minta upah kepadamu atas ajakan-ajakan itu; upahku tidak lain hanyalah dari Tuhan semesta alam.",109,19
3042,26,"فَٱتَّقُوا۟ ٱللَّهَ وَأَطِيعُونِ","Hence, remain conscious of God, and pay heed unto me!”","Maka bertakwalah kepada Allah dan taatlah kepadaku"".",110,19
3043,26,"۞ قَالُوٓا۟ أَنُؤْمِنُ لَكَ وَٱتَّبَعَكَ ٱلْأَرْذَلُونَ","They answered: “Shall we place our faith in thee, even though [only] the most abject [of people] follow thee?”","Mereka berkata: ""Apakah kami akan beriman kepadamu, padahal yang mengikuti kamu ialah orang-orang yang hina?"".",111,19
3044,26,"قَالَ وَمَا عِلْمِى بِمَا كَانُوا۟ يَعْمَلُونَ","Said he: “And what knowledge could I have as to what they were doing [before they came to me]?","Nuh menjawab: ""Bagaimana aku mengetahui apa yang telah mereka kerjakan?",112,19
3045,26,"إِنْ حِسَابُهُمْ إِلَّا عَلَىٰ رَبِّى ۖ لَوْ تَشْعُرُونَ","Their reckoning rests with none but my Sus­tainer: if you could but understand [this]!","Perhitungan (amal perbuatan) mereka tidak lain hanyalah kepada Tuhanku, kalau kamu menyadari.",113,19
3046,26,"وَمَآ أَنَا۠ بِطَارِدِ ٱلْمُؤْمِنِينَ","Hence, I shall not drive away [any of] those [who profess to be] believers;","Dan aku sekali-kali tidak akan mengusir orang-orang yang beriman.",114,19
3047,26,"إِنْ أَنَا۠ إِلَّا نَذِيرٌۭ مُّبِينٌۭ","I am nothing but a plain warner.”","Aku (ini) tidak lain melainkan pemberi peringatan yang menjelaskan"".",115,19
3048,26,"قَالُوا۟ لَئِن لَّمْ تَنتَهِ يَٰنُوحُ لَتَكُونَنَّ مِنَ ٱلْمَرْجُومِينَ","Said they: “Indeed, if thou desist not, O Noah, thou wilt surely be stoned to death!”","Mereka berkata: ""Sungguh jika kamu tidak (mau) berhenti hai Nuh, niscaya benar-benar kamu akan termasuk orang-orang yang dirajam"".",116,19
3049,26,"قَالَ رَبِّ إِنَّ قَوْمِى كَذَّبُونِ","[Whereupon] he prayed: “O my Sustainer! Behold, my people have given me the lie:","Nuh berkata: ""Ya Tuhanku, sesungguhnya kaumku telah mendustakan aku;",117,19
3050,26,"فَٱفْتَحْ بَيْنِى وَبَيْنَهُمْ فَتْحًۭا وَنَجِّنِى وَمَن مَّعِىَ مِنَ ٱلْمُؤْمِنِينَ","hence, lay Thou wide open the truth between me and them, and save me and those of the believers who are with me!”","maka itu adakanlah suatu keputusan antaraku dan antara mereka, dan selamatkanlah aku dan orang-orang yang mukmin besertaku"".",118,19
3051,26,"فَأَنجَيْنَٰهُ وَمَن مَّعَهُۥ فِى ٱلْفُلْكِ ٱلْمَشْحُونِ","And so We saved him and those [who were] with him in the fully-laden ark,","Maka Kami selamatkan Nuh dan orang-orang yang besertanya di dalam kapal yang penuh muatan.",119,19
3052,26,"ثُمَّ أَغْرَقْنَا بَعْدُ ٱلْبَاقِينَ","and then We caused those who stayed behind to drown.","Kemudian sesudah itu Kami tenggelamkan orang-orang yang tinggal.",120,19
3053,26,"إِنَّ فِى ذَٰلِكَ لَءَايَةًۭ ۖ وَمَا كَانَ أَكْثَرُهُم مُّؤْمِنِينَ","In this [story], behold, there is a message [unto men], even though most of them will not believe [in it].","Sesungguhnya pada yang demikian itu benar-benar terdapat tanda (kekuasaan Allah), tetapi kebanyakan mereka tidak beriman.",121,19
3054,26,"وَإِنَّ رَبَّكَ لَهُوَ ٱلْعَزِيزُ ٱلرَّحِيمُ","But, verily, thy Sustainer - He alone - is almighty, a dispenser of grace","Dan sesungguhnya Tuhanmu Dialah Yang Maha Perkasa lagi Maha Penyayang.",122,19
3055,26,"كَذَّبَتْ عَادٌ ٱلْمُرْسَلِينَ","[AND the tribe of] Ad gave the lie to [one of God’s] message-bearers","Kaum 'Aad telah mendustakan para rasul.",123,19
3056,26,"إِذْ قَالَ لَهُمْ أَخُوهُمْ هُودٌ أَلَا تَتَّقُونَ","when their brother Hud said unto them: “Will you not be conscious of God?","Ketika saudara mereka Hud berkata kepada mereka: ""Mengapa kamu tidak bertakwa?",124,19
3057,26,"إِنِّى لَكُمْ رَسُولٌ أَمِينٌۭ","Behold, I am an apostle [sent by Him] to you, [and therefore] worthy of your trust:","Sesungguhnya aku adalah seorang rasul kepercayaan (yang diutus) kepadamu,",125,19
3058,26,"فَٱتَّقُوا۟ ٱللَّهَ وَأَطِيعُونِ","be, then, con­scious of God, and pay heed unto me!","maka bertakwalah kepada Allah dan taatlah kepadaku.",126,19
3059,26,"وَمَآ أَسْـَٔلُكُمْ عَلَيْهِ مِنْ أَجْرٍ ۖ إِنْ أَجْرِىَ إِلَّا عَلَىٰ رَبِّ ٱلْعَٰلَمِينَ","“And no reward whatever do I ask of you for it: my reward rests with none but the Sustainer of all the worlds.","Dan sekali-kali aku tidak minta upah kepadamu atas ajakan itu; upahku tidak lain hanyalah dari Tuhan semesta alam.",127,19
3060,26,"أَتَبْنُونَ بِكُلِّ رِيعٍ ءَايَةًۭ تَعْبَثُونَ","“Will you, in your wanton folly, build [idola­trous] altars on every height,","Apakah kamu mendirikan pada tiap-tiap tanah tinggi bangunan untuk bermain-main,",128,19
3061,26,"وَتَتَّخِذُونَ مَصَانِعَ لَعَلَّكُمْ تَخْلُدُونَ","and make for yourselves mighty castles, [hoping] that you might become immortal?","dan kamu membuat benteng-benteng dengan maksud supaya kamu kekal (di dunia)?",129,19
3062,26,"وَإِذَا بَطَشْتُم بَطَشْتُمْ جَبَّارِينَ","And will you [always], whenever you lay hand [on others], lay hand [on them] cruelly, without any restraint?","Dan apabila kamu menyiksa, maka kamu menyiksa sebagai orang-orang kejam dan bengis.",130,19
3063,26,"فَٱتَّقُوا۟ ٱللَّهَ وَأَطِيعُونِ","“Be, then, conscious of God and pay heed unto me:","Maka bertakwalah kepada Allah dan taatlah kepadaku.",131,19
3064,26,"وَٱتَّقُوا۟ ٱلَّذِىٓ أَمَدَّكُم بِمَا تَعْلَمُونَ","and [thus] be conscious of Him who has [so] amply provided you with all [the good] that you might think of","Dan bertakwalah kepada Allah yang telah menganugerahkan kepadamu apa yang kamu ketahui.",132,19
3065,26,"أَمَدَّكُم بِأَنْعَٰمٍۢ وَبَنِينَ","amply provided you with flocks, and children,","Dia telah menganugerahkan kepadamu binatang-binatang ternak, dan anak-anak,",133,19
3066,26,"وَجَنَّٰتٍۢ وَعُيُونٍ","and gardens, and springs -:","dan kebun-kebun dan mata air,",134,19
3067,26,"إِنِّىٓ أَخَافُ عَلَيْكُمْ عَذَابَ يَوْمٍ عَظِيمٍۢ","for, verily, I fear lest suffering befall you on an awesome day!”","sesungguhnya aku takut kamu akan ditimpa azab hari yang besar"".",135,19
3068,26,"قَالُوا۟ سَوَآءٌ عَلَيْنَآ أَوَعَظْتَ أَمْ لَمْ تَكُن مِّنَ ٱلْوَٰعِظِينَ","[But] they answered. “It is all one to us whether thou preachest [something new] or art not of those who [like to] preach.","Mereka menjawab: ""Adalah sama saja bagi kami, apakah kamu memberi nasehat atau tidak memberi nasehat,",136,19
3069,26,"إِنْ هَٰذَآ إِلَّا خُلُقُ ٱلْأَوَّلِينَ","This [religion of ours] is none other than that to which our forebears clung,","(agama kami) ini tidak lain hanyalah adat kebiasaan orang dahulu.",137,19
3070,26,"وَمَا نَحْنُ بِمُعَذَّبِينَ","and we are not going to be chastised [for adhering to it]!”","dan kami sekali-kali tidak akan di ""azab"".",138,19
3071,26,"فَكَذَّبُوهُ فَأَهْلَكْنَٰهُمْ ۗ إِنَّ فِى ذَٰلِكَ لَءَايَةًۭ ۖ وَمَا كَانَ أَكْثَرُهُم مُّؤْمِنِينَ","And so they gave him the lie: and thereupon We destroyed them. In this [story], behold, there is a message [unto men], even though most of them will not believe [in it].","Maka mereka mendustakan Hud, lalu Kami binasakan mereka. Sesungguhnya pada yang demikian itu benar-benar terdapat tanda (kekuasaan Allah), tetapi kebanyakan mereka tidak beriman.",139,19
3072,26,"وَإِنَّ رَبَّكَ لَهُوَ ٱلْعَزِيزُ ٱلرَّحِيمُ","But, verily, thy Sustainer - He alone - is almighty, a dispenser of grace!","Dan sesungguhnya Tuhanmu, Dialah Yang Maha Perkasa lagi Maha Penyayang.",140,19
3073,26,"كَذَّبَتْ ثَمُودُ ٱلْمُرْسَلِينَ","[AND the tribe of] Thamud gave the lie to [one of God’s] message-hearers","Kaum Tsamud telah mendustakan rasul-rasul.",141,19
3074,26,"إِذْ قَالَ لَهُمْ أَخُوهُمْ صَٰلِحٌ أَلَا تَتَّقُونَ","when their brother Salih said unto them: “Will you not be conscious of God?","Ketika saudara mereka, Shaleh, berkata kepada mereka: ""Mengapa kamu tidak bertakwa?",142,19
3075,26,"إِنِّى لَكُمْ رَسُولٌ أَمِينٌۭ","Behold, I am an apostle [sent by Him] to you, [and therefore] worthy of your trust:","Sesungguhnya aku adalah seorang rasul kepercayaan (yang diutus) kepadamu,",143,19
3076,26,"فَٱتَّقُوا۟ ٱللَّهَ وَأَطِيعُونِ","be, then, conscious of God, and pay heed unto me!","maka bertakwalah kepada Allah dan taatlah kepadaku.",144,19
3077,26,"وَمَآ أَسْـَٔلُكُمْ عَلَيْهِ مِنْ أَجْرٍ ۖ إِنْ أَجْرِىَ إِلَّا عَلَىٰ رَبِّ ٱلْعَٰلَمِينَ","“And no reward whatever do I ask of you for it: my reward rests with none but the Sustainer of all the worlds.","Dan aku sekali-kali tidak minta upah kepadamu atas ajakan itu, upahku tidak lain hanyalah dari Tuhan semesta alam.",145,19
3078,26,"أَتُتْرَكُونَ فِى مَا هَٰهُنَآ ءَامِنِينَ","“Do you think that you will be left secure [forever] in the midst of what you have here and now?","Adakah kamu akan dibiarkan tinggal disini (di negeri kamu ini) dengan aman,",146,19
3079,26,"فِى جَنَّٰتٍۢ وَعُيُونٍۢ","amidst [these] gardens and springs","di dalam kebun-kebun serta mata air,",147,19
3080,26,"وَزُرُوعٍۢ وَنَخْلٍۢ طَلْعُهَا هَضِيمٌۭ","and fields, and [these] palm-trees with slender spathes? –","dan tanam-tanaman dan pohon-pohon korma yang mayangnya lembut.",148,19
3081,26,"وَتَنْحِتُونَ مِنَ ٱلْجِبَالِ بُيُوتًۭا فَٰرِهِينَ","and that you will [always be able to] hew dwellings out of the mountains with [the same] great skill?”","Dan kamu pahat sebagian dari gunung-gunung untuk dijadikan rumah-rumah dengan rajin;",149,19
3082,26,"فَٱتَّقُوا۟ ٱللَّهَ وَأَطِيعُونِ","“Be, then, conscious of God, and pay heed unto me,","maka bertakwalah kepada Allah dan taatlah kepadaku;",150,19
3083,26,"وَلَا تُطِيعُوٓا۟ أَمْرَ ٱلْمُسْرِفِينَ","and pay no heed to the counsel of those who are given to excesses –","dan janganlah kamu mentaati perintah orang-orang yang melewati batas,",151,19
3084,26,"ٱلَّذِينَ يُفْسِدُونَ فِى ٱلْأَرْضِ وَلَا يُصْلِحُونَ","those who spread corruption on earth instead of setting things to rights!”","yang membuat kerusakan di muka bumi dan tidak mengadakan perbaikan"".",152,19
3085,26,"قَالُوٓا۟ إِنَّمَآ أَنتَ مِنَ ٱلْمُسَحَّرِينَ","Said they: “Thou art but one of the be­witched!","Mereka berkata: ""Sesungguhnya kamu adalah salah seorang dari orang-orang yang kena sihir;",153,19
3086,26,"مَآ أَنتَ إِلَّا بَشَرٌۭ مِّثْلُنَا فَأْتِ بِـَٔايَةٍ إِن كُنتَ مِنَ ٱلصَّٰدِقِينَ","Thou art nothing but a mortal like our­selves! Come, then, forward with a token [of thy mission] if thou art a man of truth!”","Kamu tidak lain melainkan seorang manusia seperti kami; maka datangkanlah sesuatu mukjizat, jika kamu memang termasuk orang-orang yang benar"".",154,19
3087,26,"قَالَ هَٰذِهِۦ نَاقَةٌۭ لَّهَا شِرْبٌۭ وَلَكُمْ شِرْبُ يَوْمٍۢ مَّعْلُومٍۢ","Replied he: “This she-camel shall have a share of water, and you shall have a share of water, on the days appointed [therefor];","Shaleh menjawab: ""Ini seekor unta betina, ia mempunyai giliran untuk mendapatkan air, dan kamu mempunyai giliran pula untuk mendapatkan air di hari yang tertentu.",155,19
3088,26,"وَلَا تَمَسُّوهَا بِسُوٓءٍۢ فَيَأْخُذَكُمْ عَذَابُ يَوْمٍ عَظِيمٍۢ","and do her no harm, lest suffering befall you on an awesome day!”","Dan janganlah kamu sentuh unta betina itu dengan sesuatu kejahatan, yang menyebabkan kamu akan ditimpa oleh azab hari yang besar"".",156,19
3089,26,"فَعَقَرُوهَا فَأَصْبَحُوا۟ نَٰدِمِينَ","But they cruelly slaughtered her - and then they had cause to regret it:","Kemudian mereka membunuhnya, lalu mereka menjadi menyesal,",157,19
3090,26,"فَأَخَذَهُمُ ٱلْعَذَابُ ۗ إِنَّ فِى ذَٰلِكَ لَءَايَةًۭ ۖ وَمَا كَانَ أَكْثَرُهُم مُّؤْمِنِينَ","for the suffering [predicted by Salih,] befell them [then and there]. In this [story], behold, there is a message [unto men], even though most of them will not believe [in it].","maka mereka ditimpa azab. Sesungguhnya pada yang demikian itu benar-benar terdapat bukti yang nyata. Dan adalah kebanyakan mereka tidak beriman.",158,19
3091,26,"وَإِنَّ رَبَّكَ لَهُوَ ٱلْعَزِيزُ ٱلرَّحِيمُ","But, verily, thy Sustainer - He alone – is almighty, a dispenser of grace!","Dan sesungguhnya Tuhanmu benar-benar Dialah Yang Maha Perkasa lagi Maha Penyayang.",159,19
3092,26,"كَذَّبَتْ قَوْمُ لُوطٍ ٱلْمُرْسَلِينَ","[AND] the people of Lot gave the lie to [one of God’s] message-bearers","Kaum Luth telah mendustakan rasul-rasul,",160,19
3093,26,"إِذْ قَالَ لَهُمْ أَخُوهُمْ لُوطٌ أَلَا تَتَّقُونَ","when their brother Lot said unto them: “Will you not be conscious of God?","ketika saudara mereka, Luth, berkata kepada mereka: mengapa kamu tidak bertakwa?""",161,19
3094,26,"إِنِّى لَكُمْ رَسُولٌ أَمِينٌۭ","Behold, I am an apostle [sent by Him] to you, [and therefore] worthy of your trust:","Sesungguhnya aku adalah seorang rasul kepercayaan (yang diutus) kepadamu,",162,19
3095,26,"فَٱتَّقُوا۟ ٱللَّهَ وَأَطِيعُونِ","be, then, conscious of God, and pay heed unto me!","maka bertakwalah kepada Allah dan taatlah kepadaku.",163,19
3096,26,"وَمَآ أَسْـَٔلُكُمْ عَلَيْهِ مِنْ أَجْرٍ ۖ إِنْ أَجْرِىَ إِلَّا عَلَىٰ رَبِّ ٱلْعَٰلَمِينَ","“And no reward whatever do I ask of you for it: my reward rests with none but the Sustainer of all the worlds.","Dan aku sekali-kali tidak minta upah kepadamu atas ajakan itu; upahku tidak lain hanyalah dari Tuhan semeta alam.",164,19
3097,26,"أَتَأْتُونَ ٱلذُّكْرَانَ مِنَ ٱلْعَٰلَمِينَ","“Must you, of all people, [lustfully] approach men,","Mengapa kamu mendatangi jenis lelaki di antara manusia,",165,19
3098,26,"وَتَذَرُونَ مَا خَلَقَ لَكُمْ رَبُّكُم مِّنْ أَزْوَٰجِكُم ۚ بَلْ أَنتُمْ قَوْمٌ عَادُونَ","keeping yourselves aloof from all the [lawful] spouses whom your Sustainer has created for you? Nay, but you are people who transgress all bounds of what is right!”","dan kamu tinggalkan isteri-isteri yang dijadikan oleh Tuhanmu untukmu, bahkan kamu adalah orang-orang yang melampaui batas"".",166,19
3099,26,"قَالُوا۟ لَئِن لَّمْ تَنتَهِ يَٰلُوطُ لَتَكُونَنَّ مِنَ ٱلْمُخْرَجِينَ","Said they: “Indeed, If thou desist not, O Lot, thou wilt most certainly be expelled [from this town­ship]!”","Mereka menjawab: ""Hai Luth, sesungguhnya jika kamu tidak berhenti, benar-benar kamu termasuk orang-orang yang diusir""",167,19
3100,26,"قَالَ إِنِّى لِعَمَلِكُم مِّنَ ٱلْقَالِينَ","[Lot] exclaimed: “Behold, I am one of those who utterly abhor your doings!”","Luth berkata: ""Sesungguhnya aku sangat benci kepada perbuatanmu"".",168,19
3101,26,"رَبِّ نَجِّنِى وَأَهْلِى مِمَّا يَعْمَلُونَ","[And then he prayed:] “O my Sustainer! Save me and my household from all that they are doing!”","(Luth berdoa): ""Ya Tuhanku selamatkanlah aku beserta keluargaku dari (akibat) perbuatan yang mereka kerjakan"".",169,19
3102,26,"فَنَجَّيْنَٰهُ وَأَهْلَهُۥٓ أَجْمَعِينَ","Thereupon We saved him and all his household –","Lalu Kami selamatkan ia beserta keluarganya semua,",170,19
3103,26,"إِلَّا عَجُوزًۭا فِى ٱلْغَٰبِرِينَ","all but an old woman, who was among those that stayed behind;","kecuali seorang perempuan tua (isterinya), yang termasuk dalam golongan yang tinggal.",171,19
3104,26,"ثُمَّ دَمَّرْنَا ٱلْءَاخَرِينَ","and then We utterly destroyed the others,","Kemudian Kami binasakan yang lain.",172,19
3105,26,"وَأَمْطَرْنَا عَلَيْهِم مَّطَرًۭا ۖ فَسَآءَ مَطَرُ ٱلْمُنذَرِينَ","and rained down upon them a rain [of destruction]: and dire is such rain upon all who let themselves be warned [to no avail]!","Dan Kami hujani mereka dengan hujan (batu) maka amat jeleklah hujan yang menimpa orang-orang yang telah diberi peringatan itu.",173,19
3106,26,"إِنَّ فِى ذَٰلِكَ لَءَايَةًۭ ۖ وَمَا كَانَ أَكْثَرُهُم مُّؤْمِنِينَ","In this [story], behold, there is a message [unto men], even though most of them will not be­lieve [in it].","Sesunguhnya pada yang demikian itu benar-benar terdapat bukti-bukti yang nyata. Dan adalah kebanyakan mereka tidak beriman.",174,19
3107,26,"وَإِنَّ رَبَّكَ لَهُوَ ٱلْعَزِيزُ ٱلرَّحِيمُ","But, verily, thy Sustainer - He alone - is almighty, a dispenser of grace!","Dan sesungguhnya Tuhanmu, benar-benar Dialah Yang Maha Perkasa lagi Maha Penyayang.",175,19
3108,26,"كَذَّبَ أَصْحَٰبُ لْـَٔيْكَةِ ٱلْمُرْسَلِينَ","[AND] the dwellers of the wooded dales [of Madyan] gave the lie to [one of God’s] message-bearers","Penduduk Aikah telah mendustakan rasul-rasul;",176,19
