5001,56,"وَحُورٌ عِينٌۭ","And [with them will be their] companions pure, most beautiful of eye,","Dan ada bidadari-bidadari bermata jeli,",22,27
5026,56,"وَكَانُوا۟ يَقُولُونَ أَئِذَا مِتْنَا وَكُنَّا تُرَابًۭا وَعِظَٰمًا أَءِنَّا لَمَبْعُوثُونَ","and would say, “What! After we have died and become mere dust and bones, shall we, forsooth, be raised from the dead? -","Dan mereka selalu mengatakan: ""Apakah bila kami mati dan menjadi tanah dan tulang belulang, apakah sesungguhnya kami akan benar-benar dibangkitkan kembali?",47,27
5027,56,"أَوَءَابَآؤُنَا ٱلْأَوَّلُونَ","and perhaps, too, our forebears of old?”","apakah bapak-bapak kami yang terdahulu (juga)?""",48,27
5028,56,"قُلْ إِنَّ ٱلْأَوَّلِينَ وَٱلْءَاخِرِينَ","Say: “Verily, those of olden times and those of later times","Katakanlah: ""Sesungguhnya orang-orang yang terdahulu dan orang-orang yang terkemudian,",49,27
5029,56,"لَمَجْمُوعُونَ إِلَىٰ مِيقَٰتِ يَوْمٍۢ مَّعْلُومٍۢ","will indeed be gathered together at an appointed time on a Day known [only to God]:","benar-benar akan dikumpulkan di waktu tertentu pada hari yang dikenal.",50,27
5030,56,"ثُمَّ إِنَّكُمْ أَيُّهَا ٱلضَّآلُّونَ ٱلْمُكَذِّبُونَ","and then, verily, O you who have gone astray and called the truth a lie,","Kemudian sesungguhnya kamu hai orang-orang yang sesat lagi mendustakan,",51,27
5031,56,"لَءَاكِلُونَ مِن شَجَرٍۢ مِّن زَقُّومٍۢ","you will indeed have to taste of the tree of deadly fruit,","benar-benar akan memakan pohon zaqqum,",52,27
5032,56,"فَمَالِـُٔونَ مِنْهَا ٱلْبُطُونَ","and will have to fill your bellies therewith,","dan akan memenuhi perutmu dengannya.",53,27
5033,56,"فَشَٰرِبُونَ عَلَيْهِ مِنَ ٱلْحَمِيمِ","and will thereupon have to drink [many a draught] of burning despair -","Sesudah itu kamu akan meminum air yang sangat panas.",54,27
5034,56,"فَشَٰرِبُونَ شُرْبَ ٱلْهِيمِ","drink it as the most insatiably thirsty camels drink!”","Maka kamu minum seperti unta yang sangat haus minum.",55,27
5035,56,"هَٰذَا نُزُلُهُمْ يَوْمَ ٱلدِّينِ","Such will be their welcome on Judgment Day!","Itulah hidangan untuk mereka pada hari Pembalasan"".",56,27
5036,56,"نَحْنُ خَلَقْنَٰكُمْ فَلَوْلَا تُصَدِّقُونَ","WE who have created you, [O men:] why, then, do you not accept the truth?","Kami telah menciptakan kamu, maka mengapa kamu tidak membenarkan?",57,27
5037,56,"أَفَرَءَيْتُم مَّا تُمْنُونَ","Have you ever considered that [seed] which you emit?","Maka terangkanlah kepadaku tentang nutfah yang kamu pancarkan.",58,27
5038,56,"ءَأَنتُمْ تَخْلُقُونَهُۥٓ أَمْ نَحْنُ ٱلْخَٰلِقُونَ","Is it you who create it - or are We the source of its creation?","Kamukah yang menciptakannya, atau Kamikah yang menciptakannya?",59,27
5039,56,"نَحْنُ قَدَّرْنَا بَيْنَكُمُ ٱلْمَوْتَ وَمَا نَحْنُ بِمَسْبُوقِينَ","We have [indeed] decreed that death shall be [ever-present] among you: but there is nothing to prevent Us","Kami telah menentukan kematian di antara kamu dan Kami sekali-sekali tidak akan dapat dikalahkan,",60,27
5040,56,"عَلَىٰٓ أَن نُّبَدِّلَ أَمْثَٰلَكُمْ وَنُنشِئَكُمْ فِى مَا لَا تَعْلَمُونَ","from changing the nature of your existence and bringing you into being [anew] in a manner [as yet] unknown to you.","untuk menggantikan kamu dengan orang-orang yang seperti kamu (dalam dunia) dan menciptakan kamu kelak (di akhirat) dalam keadaan yang tidak kamu ketahui.",61,27
5041,56,"وَلَقَدْ عَلِمْتُمُ ٱلنَّشْأَةَ ٱلْأُولَىٰ فَلَوْلَا تَذَكَّرُونَ","And [since] you are indeed aware of the [miracle of your] coming into being in the first instance - why, then, do you not bethink yourselves [of Us]?","Dan Sesungguhnya kamu telah mengetahui penciptaan yang pertama, maka mengapakah kamu tidak mengambil pelajaran (untuk penciptaan yang kedua)?",62,27
5042,56,"أَفَرَءَيْتُم مَّا تَحْرُثُونَ","Have you ever considered the seed which you cast upon the soil?","Maka terangkanlah kepadaku tentang yang kamu tanam.",63,27
5043,56,"ءَأَنتُمْ تَزْرَعُونَهُۥٓ أَمْ نَحْنُ ٱلزَّٰرِعُونَ","Is it you who cause it to grow - or are We the cause of its growth?","Kamukah yang menumbuhkannya atau Kamikah yang menumbuhkannya?",64,27
5044,56,"لَوْ نَشَآءُ لَجَعَلْنَٰهُ حُطَٰمًۭا فَظَلْتُمْ تَفَكَّهُونَ","[For,] were it Our will, We could indeed turn it into chaff, and you would be left to wonder [and to lament],","Kalau Kami kehendaki, benar-benar Kami jadikan dia hancur dan kering, maka jadilah kamu heran dan tercengang.",65,27
5045,56,"إِنَّا لَمُغْرَمُونَ","“Verily, we are ruined!","(Sambil berkata): ""Sesungguhnya kami benar-benar menderita kerugian"",",66,27
5046,56,"بَلْ نَحْنُ مَحْرُومُونَ","Nay, but we have been deprived [of our livelihood]!”","bahkan kami menjadi orang-orang yang tidak mendapat hasil apa-apa.",67,27
5047,56,"أَفَرَءَيْتُمُ ٱلْمَآءَ ٱلَّذِى تَشْرَبُونَ","Have you ever considered the water which you drink?","Maka terangkanlah kepadaku tentang air yang kamu minum.",68,27
5048,56,"ءَأَنتُمْ أَنزَلْتُمُوهُ مِنَ ٱلْمُزْنِ أَمْ نَحْنُ ٱلْمُنزِلُونَ","Is it you who cause it to come down from the clouds - or are We the cause of its coming down?","Kamukah yang menurunkannya atau Kamikah yang menurunkannya?",69,27
5049,56,"لَوْ نَشَآءُ جَعَلْنَٰهُ أُجَاجًۭا فَلَوْلَا تَشْكُرُونَ","[It comes down sweet - but] were it Our will, We could make it burningly salty and bitter: why, then, do you not give thanks [unto Us]?","Kalau Kami kehendaki, niscaya Kami jadikan dia asin, maka mengapakah kamu tidak bersyukur?",70,27
5050,56,"أَفَرَءَيْتُمُ ٱلنَّارَ ٱلَّتِى تُورُونَ","Have you ever considered the fire which you kindle?","Maka terangkanlah kepadaku tentang api yang kamu nyalakan (dengan menggosok-gosokkan kayu).",71,27
5051,56,"ءَأَنتُمْ أَنشَأْتُمْ شَجَرَتَهَآ أَمْ نَحْنُ ٱلْمُنشِـُٔونَ","Is it you who have brought into being the tree that serves as its fuel - or are We the cause of its coming into being?","Kamukah yang menjadikan kayu itu atau Kamikah yang menjadikannya?",72,27
5052,56,"نَحْنُ جَعَلْنَٰهَا تَذْكِرَةًۭ وَمَتَٰعًۭا لِّلْمُقْوِينَ","It is We who have made it a means to remind [you of Us], and a comfort for all who are lost and hungry in the wilderness [of their lives].","Kami jadikan api itu untuk peringatan dan bahan yang berguna bagi musafir di padang pasir.",73,27
5053,56,"فَسَبِّحْ بِٱسْمِ رَبِّكَ ٱلْعَظِيمِ","Extol, then, the limitless glory of thy Sus­tainer’s mighty name!","Maka bertasbihlah dengan (menyebut) nama Rabbmu Yang Maha Besar.",74,27
5054,56,"۞ فَلَآ أُقْسِمُ بِمَوَٰقِعِ ٱلنُّجُومِ","NAY, I call to witness the coming-down in parts [of this Qur’an]","Maka Aku bersumpah dengan masa turunnya bagian-bagian Al-Quran.",75,27
5055,56,"وَإِنَّهُۥ لَقَسَمٌۭ لَّوْ تَعْلَمُونَ عَظِيمٌ","and, behold, this is indeed a most solemn affirmation, if you but knew it!","Sesungguhnya sumpah itu adalah sumpah yang besar kalau kamu mengetahui.",76,27
5056,56,"إِنَّهُۥ لَقُرْءَانٌۭ كَرِيمٌۭ","Behold, it is a truly noble discourse,","Sesungguhnya Al-Quran ini adalah bacaan yang sangat mulia,",77,27
5057,56,"فِى كِتَٰبٍۢ مَّكْنُونٍۢ","[conveyed unto man] in a well-guarded divine writ","pada kitab yang terpelihara (Lauhul Mahfuzh),",78,27
5058,56,"لَّا يَمَسُّهُۥٓ إِلَّا ٱلْمُطَهَّرُونَ","which none but the pure [of heart] can touch:","tidak menyentuhnya kecuali orang-orang yang disucikan.",79,27
5059,56,"تَنزِيلٌۭ مِّن رَّبِّ ٱلْعَٰلَمِينَ","a revelation from the Sustainer of all the worlds!","Diturunkan dari Rabbil 'alamiin.",80,27
5060,56,"أَفَبِهَٰذَا ٱلْحَدِيثِ أَنتُم مُّدْهِنُونَ","Would you, now, look down with disdain on a tiding like this,","Maka apakah kamu menganggap remeh saja Al-Quran ini?",81,27
5061,56,"وَتَجْعَلُونَ رِزْقَكُمْ أَنَّكُمْ تُكَذِّبُونَ","and make it your daily bread [as it were] to call the truth a lie?","kamu mengganti rezeki (yang Allah berikan) dengan mendustakan Allah.",82,27
5062,56,"فَلَوْلَآ إِذَا بَلَغَتِ ٱلْحُلْقُومَ","Why, then, when [the last breath] comes up to the throat [of a dying man],","Maka mengapa ketika nyawa sampai di kerongkongan,",83,27
5063,56,"وَأَنتُمْ حِينَئِذٍۢ تَنظُرُونَ","the while you are [helplessly] looking on -","padahal kamu ketika itu melihat,",84,27
5064,56,"وَنَحْنُ أَقْرَبُ إِلَيْهِ مِنكُمْ وَلَٰكِن لَّا تُبْصِرُونَ","and while We are closer to him than you, although you see [Us] not -:","dan Kami lebih dekat kepadanya dari pada kamu. Tetapi kamu tidak melihat,",85,27
5065,56,"فَلَوْلَآ إِن كُنتُمْ غَيْرَ مَدِينِينَ","why, then, if [you think that] you are not truly dependent [on Us],","maka mengapa jika kamu tidak dikuasai (oleh Allah)?",86,27
5066,56,"تَرْجِعُونَهَآ إِن كُنتُمْ صَٰدِقِينَ","can you not cause that [ebbing life] to return - if what you claim is true?","Kamu tidak mengembalikan nyawa itu (kepada tempatnya) jika kamu adalah orang-orang yang benar?",87,27
5067,56,"فَأَمَّآ إِن كَانَ مِنَ ٱلْمُقَرَّبِينَ","[ALL OF YOU are destined to die.] Now if one happens to be of those who are drawn close unto God,","adapun jika dia (orang yang mati) termasuk orang-orang yang didekatkan (kepada Allah),",88,27
5068,56,"فَرَوْحٌۭ وَرَيْحَانٌۭ وَجَنَّتُ نَعِيمٍۢ","happiness [awaits him in the life to come], and inner fulfillment, and a garden of bliss.","maka dia memperoleh ketenteraman dan rezeki serta jannah kenikmatan.",89,27
5069,56,"وَأَمَّآ إِن كَانَ مِنْ أَصْحَٰبِ ٱلْيَمِينِ","And if one happens to be of those who have attained to righteousness,","Dan adapun jika dia termasuk golongan kanan,",90,27
5070,56,"فَسَلَٰمٌۭ لَّكَ مِنْ أَصْحَٰبِ ٱلْيَمِينِ","[he, too, will be wel­comed into paradise with the words,] “Peace be unto thee [that art] of those who have attained to right­eousness!”","maka keselamatanlah bagimu karena kamu dari golongan kanan.",91,27
5071,56,"وَأَمَّآ إِن كَانَ مِنَ ٱلْمُكَذِّبِينَ ٱلضَّآلِّينَ","But if one happens to be of those who are wont to call the truth a lie, and [thus] go astray,","Dan adapun jika dia termasuk golongan yang mendustakan lagi sesat,",92,27
5072,56,"فَنُزُلٌۭ مِّنْ حَمِيمٍۢ","a welcome of burning despair [awaits him in the life to come,]","maka dia mendapat hidangan air yang mendidih,",93,27
5073,56,"وَتَصْلِيَةُ جَحِيمٍ","and the heat of a blazing fire!","dan dibakar di dalam jahannam.",94,27
5074,56,"إِنَّ هَٰذَا لَهُوَ حَقُّ ٱلْيَقِينِ","Verily, this is indeed the truth of truths!","Sesungguhnya (yang disebutkan ini) adalah suatu keyakinan yang benar.",95,27
5075,56,"فَسَبِّحْ بِٱسْمِ رَبِّكَ ٱلْعَظِيمِ","Extol, then, the limitless glory of thy Sus­tainer’s mighty name!","Maka bertasbihlah dengan (menyebut) nama Rabbmu yang Maha Besar.",96,27
5076,57,"بِسْمِ ٱللَّهِ ٱلرَّحْمَٰنِ ٱلرَّحِيمِ سَبَّحَ لِلَّهِ مَا فِى ٱلسَّمَٰوَٰتِ وَٱلْأَرْضِ ۖ وَهُوَ ٱلْعَزِيزُ ٱلْحَكِيمُ","ALL THAT IS in the heavens and on earth extols God’s limitless glory: for He alone is almighty, truly wise!","Semua yang berada di langit dan yang berada di bumi bertasbih kepada Allah (menyatakan kebesaran Allah). Dan Dialah Yang Maha Perkasa lagi Maha Bijaksana.",1,27
5077,57,"لَهُۥ مُلْكُ ٱلسَّمَٰوَٰتِ وَٱلْأَرْضِ ۖ يُحْىِۦ وَيُمِيتُ ۖ وَهُوَ عَلَىٰ كُلِّ شَىْءٍۢ قَدِيرٌ","His is the dominion over the heavens and the earth; He grants life and deals death; and He has the power to will anything.","Kepunyaan-Nya-lah kerajaan langit dan bumi, Dia menghidupkan dan mematikan, dan Dia Maha Kuasa atas segala sesuatu.",2,27
5078,57,"هُوَ ٱلْأَوَّلُ وَٱلْءَاخِرُ وَٱلظَّٰهِرُ وَٱلْبَاطِنُ ۖ وَهُوَ بِكُلِّ شَىْءٍ عَلِيمٌ","He is the First and the Last, and the Outward as well as the Inward: and He has full knowledge of everything.","Dialah Yang Awal dan Yang Akhir Yang Zhahir dan Yang Bathin; dan Dia Maha Mengetahui segala sesuatu.",3,27
5079,57,"هُوَ ٱلَّذِى خَلَقَ ٱلسَّمَٰوَٰتِ وَٱلْأَرْضَ فِى سِتَّةِ أَيَّامٍۢ ثُمَّ ٱسْتَوَىٰ عَلَى ٱلْعَرْشِ ۚ يَعْلَمُ مَا يَلِجُ فِى ٱلْأَرْضِ وَمَا يَخْرُجُ مِنْهَا وَمَا يَنزِلُ مِنَ ٱلسَّمَآءِ وَمَا يَعْرُجُ فِيهَا ۖ وَهُوَ مَعَكُمْ أَيْنَ مَا كُنتُمْ ۚ وَٱللَّهُ بِمَا تَعْمَلُونَ بَصِيرٌۭ","He it is who has created the heavens and the earth in six aeons, and is established on the throne of His almightiness. He knows all that enters the earth, and all that comes out of it, as well as all that descends from the skies, and all that ascends to them. And He is with you wherever you may be; and God sees all that you do.","Dialah yang menciptakan langit dan bumi dalam enam masa: Kemudian Dia bersemayam di atas 'Arsy. Dia mengetahui apa yang masuk ke dalam bumi dan apa yang keluar daripadanya dan apa yang turun dari langit dan apa yang naik kepada-Nya. Dan Dia bersama kamu di mana saja kamu berada. Dan Allah Maha Melihat apa yang kamu kerjakan.",4,27
5080,57,"لَّهُۥ مُلْكُ ٱلسَّمَٰوَٰتِ وَٱلْأَرْضِ ۚ وَإِلَى ٱللَّهِ تُرْجَعُ ٱلْأُمُورُ","His is the dominion over the heavens and the earth; and all things go back unto God [as their source].","Kepunyaan-Nya-lah kerajaan langit dan bumi. Dan kepada Allah-lah dikembalikan segala urusan.",5,27
5081,57,"يُولِجُ ٱلَّيْلَ فِى ٱلنَّهَارِ وَيُولِجُ ٱلنَّهَارَ فِى ٱلَّيْلِ ۚ وَهُوَ عَلِيمٌۢ بِذَاتِ ٱلصُّدُورِ","He makes the night grow longer by shortening the day, and makes the day grow longer by shortening the night; and He has full knowledge of what is in the hearts [of men].","Dialah yang memasukkan malam ke dalam siang dan memasukkan siang ke dalam malam. Dan Dia Maha Mengetahui segala isi hati.",6,27
5082,57,"ءَامِنُوا۟ بِٱللَّهِ وَرَسُولِهِۦ وَأَنفِقُوا۟ مِمَّا جَعَلَكُم مُّسْتَخْلَفِينَ فِيهِ ۖ فَٱلَّذِينَ ءَامَنُوا۟ مِنكُمْ وَأَنفَقُوا۟ لَهُمْ أَجْرٌۭ كَبِيرٌۭ","BELIEVE in God and His Apostle, and spend on others out of that of which He has made you trus­tees: for, those of you who have attained to faith and who spend freely [in God’s cause] shall have a great reward.","Berimanlah kamu kepada Allah dan Rasul-Nya dan nafkahkanlah sebagian dari hartamu yang Allah telah menjadikan kamu menguasainya. Maka orang-orang yang beriman di antara kamu dan menafkahkan (sebagian) dari hartanya memperoleh pahala yang besar.",7,27
5083,57,"وَمَا لَكُمْ لَا تُؤْمِنُونَ بِٱللَّهِ ۙ وَٱلرَّسُولُ يَدْعُوكُمْ لِتُؤْمِنُوا۟ بِرَبِّكُمْ وَقَدْ أَخَذَ مِيثَٰقَكُمْ إِن كُنتُم مُّؤْمِنِينَ","And why should you not believe in God, seeing that the Apostle calls you to believe in [Him who is] your Sustainer, and [seeing that] He has taken a pledge from you? [Why should you not believe in Him] if you are able to believe [in anything]?","Dan mengapa kamu tidak beriman kepada Allah padahal Rasul menyeru kamu supaya kamu beriman kepada Tuhanmu. Dan sesungguhnya Dia telah mengambil perjanjianmu jika kamu adalah orang-orang yang beriman.",8,27
5084,57,"هُوَ ٱلَّذِى يُنَزِّلُ عَلَىٰ عَبْدِهِۦٓ ءَايَٰتٍۭ بَيِّنَٰتٍۢ لِّيُخْرِجَكُم مِّنَ ٱلظُّلُمَٰتِ إِلَى ٱلنُّورِ ۚ وَإِنَّ ٱللَّهَ بِكُمْ لَرَءُوفٌۭ رَّحِيمٌۭ","It is He who bestows from on high clear mes­sages unto [this] His servant, to lead you out of the deep darkness into the light: for, behold, God is most compassionate towards you, a dispenser of grace.","Dialah yang menurunkan kepada hamba-Nya ayat-ayat yang terang (Al-Quran) supaya Dia mengeluarkan kamu dari kegelapan kepada cahaya. Dan sesungguhnya Allah benar-benar Maha Penyantun lagi Maha Penyayang terhadapmu.",9,27
5085,57,"وَمَا لَكُمْ أَلَّا تُنفِقُوا۟ فِى سَبِيلِ ٱللَّهِ وَلِلَّهِ مِيرَٰثُ ٱلسَّمَٰوَٰتِ وَٱلْأَرْضِ ۚ لَا يَسْتَوِى مِنكُم مَّنْ أَنفَقَ مِن قَبْلِ ٱلْفَتْحِ وَقَٰتَلَ ۚ أُو۟لَٰٓئِكَ أَعْظَمُ دَرَجَةًۭ مِّنَ ٱلَّذِينَ أَنفَقُوا۟ مِنۢ بَعْدُ وَقَٰتَلُوا۟ ۚ وَكُلًّۭا وَعَدَ ٱللَّهُ ٱلْحُسْنَىٰ ۚ وَٱللَّهُ بِمَا تَعْمَلُونَ خَبِيرٌۭ","And why should you not spend freely in the cause of God, seeing that God’s [alone] is the heritage of the heavens and the earth? Not equal are those of you who spent and fought [in God’s cause] before the Victory [and those who did not do so]: they are of a higher rank than those who would spend and fight [only] after it - although God has promised the ultimate good to all [who strive in His cause]. and god is aware of that you do.","Dan mengapa kamu tidak menafkahkan (sebagian hartamu) pada jalan Allah, padahal Allah-lah yang mempusakai (mempunyai) langit dan bumi? Tidak sama di antara kamu orang yang menafkahkan (hartanya) dan berperang sebelum penaklukan (Mekah). Mereka lebih tingi derajatnya daripada orang-orang yang menafkahkan (hartanya) dan berperang sesudah itu. Allah menjanjikan kepada masing-masing mereka (balasan) yang lebih baik. Dan Allah mengetahui apa yang kamu kerjakan.",10,27
5086,57,"مَّن ذَا ٱلَّذِى يُقْرِضُ ٱللَّهَ قَرْضًا حَسَنًۭا فَيُضَٰعِفَهُۥ لَهُۥ وَلَهُۥٓ أَجْرٌۭ كَرِيمٌۭ","WHO IS IT that will offer up unto God a goodly loan, which He will amply repay For, such [as do so] shall have a noble reward","Siapakah yang mau meminjamkan kepada Allah pinjaman yang baik, maka Allah akan melipat-gandakan (balasan) pinjaman itu untuknya, dan dia akan memperoleh pahala yang banyak.",11,27
5087,57,"يَوْمَ تَرَى ٱلْمُؤْمِنِينَ وَٱلْمُؤْمِنَٰتِ يَسْعَىٰ نُورُهُم بَيْنَ أَيْدِيهِمْ وَبِأَيْمَٰنِهِم بُشْرَىٰكُمُ ٱلْيَوْمَ جَنَّٰتٌۭ تَجْرِى مِن تَحْتِهَا ٱلْأَنْهَٰرُ خَٰلِدِينَ فِيهَا ۚ ذَٰلِكَ هُوَ ٱلْفَوْزُ ٱلْعَظِيمُ","on the Day when thou shalt see all believing men and believing women, with their light spreading rapidly before them and on their right, [and with this wel­come awaiting them:] “A glad tiding for you today: gardens through which running waters flow, therein to abide! This, this is the triumph supreme!”","(yaitu) pada hari ketika kamu melihat orang mukmin laki-laki dan perempuan, sedang cahaya mereka bersinar di hadapan dan di sebelah kanan mereka, (dikatakan kepada mereka): ""Pada hari ini ada berita gembira untukmu, (yaitu) surga yang mengalir di bawahnya sungai-sungai, yang kamu kekal di dalamnya. Itulah keberuntungan yang besar"".",12,27
5088,57,"يَوْمَ يَقُولُ ٱلْمُنَٰفِقُونَ وَٱلْمُنَٰفِقَٰتُ لِلَّذِينَ ءَامَنُوا۟ ٱنظُرُونَا نَقْتَبِسْ مِن نُّورِكُمْ قِيلَ ٱرْجِعُوا۟ وَرَآءَكُمْ فَٱلْتَمِسُوا۟ نُورًۭا فَضُرِبَ بَيْنَهُم بِسُورٍۢ لَّهُۥ بَابٌۢ بَاطِنُهُۥ فِيهِ ٱلرَّحْمَةُ وَظَٰهِرُهُۥ مِن قِبَلِهِ ٱلْعَذَابُ","On that Day shall the hypocrites, both men and women, speak [thus] unto those who have attained to faith: “Wait for us! Let us have a [ray of] light from your light!” [But] they will be told: “Turn back, and seek a light [of your own]!” And thereupon a wall will be raised between them [and the believers], with a gate in it: within it will be grace and mercy, and against the outside thereof, suffering.","Pada hari ketika orang-orang munafik laki-laki dan perempuan berkata kepada orang-orang yang beriman: ""Tunggulah kami supaya kami dapat mengambil sebahagian dari cahayamu"". Dikatakan (kepada mereka): ""Kembalilah kamu ke belakang dan carilah sendiri cahaya (untukmu)"". Lalu diadakan di antara mereka dinding yang mempunyai pintu. Di sebelah dalamnya ada rahmat dan di sebelah luarnya dari situ ada siksa.",13,27
5089,57,"يُنَادُونَهُمْ أَلَمْ نَكُن مَّعَكُمْ ۖ قَالُوا۟ بَلَىٰ وَلَٰكِنَّكُمْ فَتَنتُمْ أَنفُسَكُمْ وَتَرَبَّصْتُمْ وَٱرْتَبْتُمْ وَغَرَّتْكُمُ ٱلْأَمَانِىُّ حَتَّىٰ جَآءَ أَمْرُ ٱللَّهِ وَغَرَّكُم بِٱللَّهِ ٱلْغَرُورُ","They [who will remain without] will call out to those [within], “Were we not with you?” - [to which] the others will answer: “So it was! But you allowed yourselves to succumb to temptation, and you were hesitant [in your faith], and you were doubtful [of resurrection]; and your wishful thinking beguiled you until God’s command came to pass: for, [indeed, your own] deceptive thoughts about God deluded you","Orang-orang munafik itu memanggil mereka (orang-orang mukmin) seraya berkata: ""Bukankah kami dahulu bersama-sama dengan kamu?"" Mereka menjawab: ""Benar, tetapi kamu mencelakakan dirimu sendiri dan menunggu (kehancuran kami) dan kamu ragu-ragu serta ditipu oleh angan-angan kosong sehingga datanglah ketetapan Allah; dan kamu telah ditipu terhadap Allah oleh (syaitan) yang amat penipu.",14,27
5090,57,"فَٱلْيَوْمَ لَا يُؤْخَذُ مِنكُمْ فِدْيَةٌۭ وَلَا مِنَ ٱلَّذِينَ كَفَرُوا۟ ۚ مَأْوَىٰكُمُ ٱلنَّارُ ۖ هِىَ مَوْلَىٰكُمْ ۖ وَبِئْسَ ٱلْمَصِيرُ","“And so, no ransom shall be accepted today from you, and neither from those who were [openly] bent on denying the truth. Your goal is the fire: it is your [only] refuge - and how evil a journey’s end!”","Maka pada hari ini tidak diterima tebusan dari kamu dan tidak pula dari orang-orang kafir. Tempat kamu ialah neraka. Dialah tempat berlindungmu. Dan dia adalah sejahat-jahat tempat kembali"".",15,27
